"","phylodist"
"Murina_jaintiana",144.2394242275
"Murina_tubinaris",144.2394233351
"Murina_pluvialis",144.2394233351
"Murina_cineracea",144.2394233352
"Murina_harrisoni",144.2394212515
"Murina_rozendaali",144.2394212515
"Murina_balaensis",144.2394224425
"Murina_annamitica",144.2394224425
"Murina_aenea",144.2394218465
"Murina_guilleni",144.2394218465
"Murina_florium",144.2394209545
"Murina_suilla",144.2394209545
"Murina_walstoni",144.2394212515
"Murina_puta",144.2394221141
"Murina_bicolor",144.2394221141
"Murina_leucogaster",144.2394221143
"Murina_shuipuensis",144.2394221143
"Murina_hilgendorfi",144.2394224121
"Murina_harpioloides",144.2394228539
"Murina_chrysochaetes",144.2394228539
"Murina_tiensa",144.2394204789
"Murina_ryukyuana",144.2394208057
"Murina_ussuriensis",144.2394208057
"Murina_tenebrosa",144.2394199127
"Murina_huttoni",144.2394222927
"Harpiola_isodon",144.2394203305
"Harpiola_grisea",144.2394203305
"Harpiocephalus_mordax",144.2394202101
"Harpiocephalus_harpia",144.2394202101
"Eptesicus_nasutus",144.2394200329
"Glauconycteris_curryae",144.2394200329
"Pipistrellus_lophurus",144.2394203309
"Pipistrellus_musciculus",144.2394203309
"Hesperoptenus_blanfordi",144.2394194419
"Glauconycteris_poensis",144.2394194379
"Glauconycteris_beatrix",144.2394194384
"Glauconycteris_gleni",144.2394194384
"Arielulus_cuprosus",144.2394185457
"Pipistrellus_rueppellii",144.2394188479
"Scotoecus_albofuscus",144.2394206289
"Scotoecus_hirundo",144.2394203319
"Scotoecus_pallidus",144.2394203319
"Pipistrellus_joffrei",144.2394179509
"Pipistrellus_nathusii",144.2394180399
"Eptesicus_lobatus",144.2394180399
"Nyctalus_plancyi",144.2394206282
"Nyctalus_montanus",144.2394206282
"Nyctalus_leisleri",144.2394194383
"Nyctalus_azoreum",144.2394194383
"Nyctalus_furvus",144.23942027162
"Nyctalus_noctula",144.23942027162
"Nyctalus_aviator",144.2394194383
"Nyctalus_lasiopterus",144.2394194383
"Pipistrellus_angulatus",144.2394191405
"Glischropus_aquilus",144.2394197355
"Glischropus_tylopus",144.2394197355
"Glischropus_javanus",144.2394197355
"Glischropus_bucephalus",144.2394197355
"Pipistrellus_abramus",144.2394198847
"Eptesicus_tatei",144.2394198847
"Eptesicus_guadeloupensis",144.2394208657
"Pipistrellus_ceylonicus",144.2394208657
"Pipistrellus_imbricatus",144.2394210747
"Pipistrellus_paterculus",144.23941995042
"Pipistrellus_javanicus",144.23941995042
"Pipistrellus_coromandra",144.23941995042
"Pipistrellus_tenuis",144.23941995042
"Pipistrellus_stenopterus",144.2394186947
"Pipistrellus_pipistrellus",144.2394200334
"Eptesicus_kobayashii",144.2394200334
"Pipistrellus_pygmaeus",144.2394200329
"Pipistrellus_vordermanni",144.2394201222
"Pipistrellus_hanaki",144.2394201222
"Pipistrellus_hesperidus",144.2394188433
"Pipistrellus_kuhlii",144.2394188433
"Pipistrellus_deserti",144.23941881341
"Pipistrellus_maderensis",144.23941881341
"Chalinolobus_morio",144.2394191411
"Eptesicus_platyops",144.2394191411
"Pipistrellus_rusticus",144.2394194381
"Chalinolobus_gouldii",144.2394194381
"Vespadelus_vulturnus",144.2394191705
"Vespadelus_finlaysoni",144.2394191705
"Vespadelus_troughtoni",144.2394191705
"Vespadelus_caurinus",144.23941914101
"Vespadelus_darlingtoni",144.23941914101
"Vespadelus_douglasorum",144.239419141
"Vespadelus_pumilus",144.2394188436
"Vespadelus_baverstocki",144.2394188436
"Vespadelus_regulus",144.2394188441
"Laephotis_botswanae",144.2394196758
"Laephotis_namibensis",144.23941976496
"Laephotis_wintoni",144.23941976496
"Laephotis_angolensis",144.239419676
"Neoromicia_capensis",144.2394190809
"Neoromicia_matroka",144.2394190809
"Neoromicia_malagasyensis",144.2394190819
"Neoromicia_robertsi",144.2394190819
"Hypsugo_lanzai",144.2394193798
"Hypsugo_anchietae",144.2394199748
"Hypsugo_dolichodon",144.2394193798
"Hypsugo_bemainty",144.2394193798
"Neoromicia_somalica",144.239419974
"Neoromicia_guineensis",144.23941970613
"Neoromicia_melckorum",144.23941970613
"Neoromicia_tenuipinnis",144.23942095613
"Neoromicia_rendalli",144.23942095613
"Neoromicia_zuluensis",144.2394207785
"Neoromicia_brunnea",144.2394207785
"Neoromicia_flavescens",144.239420868
"Neoromicia_roseveari",144.2394211646
"Neoromicia_helios",144.2394211646
"Neoromicia_nana",144.239420272
"Chalinolobus_tuberculatus",144.2394193785
"Eptesicus_innoxius",144.2394193785
"Chalinolobus_nigrogriseus",144.2394190817
"Pipistrellus_macrotis",144.2394190817
"Eptesicus_pachyotis",144.239419082
"Arielulus_societatis",144.2394202711
"Pipistrellus_pulveratus",144.2394202711
"Pipistrellus_ariel",144.2394205685
"Pipistrellus_kitcheneri",144.2394205685
"Pipistrellus_arabicus",144.2394187843
"Pipistrellus_cadornae",144.2394190813
"Hesperoptenus_doriae",144.2394190813
"Eptesicus_floweri",144.2394196769
"Falsistrellus_petersi",144.2394190809
"Falsistrellus_tasmaniensis",144.2394190809
"Falsistrellus_affinis",144.2394190809
"Falsistrellus_mackenziei",144.2394187836
"Falsistrellus_mordax",144.2394187836
"Nyctophilus_heran",144.2394189915
"Nyctophilus_nebulosus",144.2394189915
"Nyctophilus_microtis",144.2394189917
"Nyctophilus_walkeri",144.2394189917
"Nyctophilus_arnhemensis",144.2394189932
"Nyctophilus_gouldi",144.23941899321
"Nyctophilus_corbeni",144.23941899321
"Nyctophilus_sherrini",144.2394189927
"Nyctophilus_howensis",144.2394186951
"Nyctophilus_microdon",144.2394186953
"Nyctophilus_bifax",144.2394186953
"Nyctophilus_timoriensis",144.2394178031
"Nyctophilus_shirleyae",144.2394198853
"Nyctophilus_geoffroyi",144.2394198853
"Pipistrellus_savii",144.2394178913
"Pipistrellus_aero",144.2394178913
"Pipistrellus_alaschanicus",144.2394190812
"Nycticeinops_schlieffeni",144.2394197361
"Pipistrellus_crassulus",144.2394197353
"Pipistrellus_eisentrauti",144.2394197353
"Philetor_brachypterus",144.2394200367
"Eptesicus_dimissus",144.2394191417
"Pipistrellus_westralis",144.2394188444
"Pipistrellus_papuanus",144.2394188444
"Tylonycteris_pachypus",144.2394200347
"Tylonycteris_pygmaeus",144.2394185473
"Tylonycteris_robustula",144.2394185473
"Vespertilio_sinensis",144.239420029
"Vespertilio_murinus",144.239420029
"Glauconycteris_egeria",144.2394218169
"Pipistrellus_collinus",144.2394218169
"Glauconycteris_argentata",144.2394218177
"Pipistrellus_nanulus",144.2394218177
"Pipistrellus_anthonyi",144.2394206279
"Glauconycteris_variegata",144.2394206279
"Pipistrellus_permixtus",144.2394185449
"Glauconycteris_humeralis",144.2394212229
"Arielulus_aureocollaris",144.2394212229
"Eptesicus_andinus",144.2394182489
"Arielulus_circumdatus",144.2394209259
"Glauconycteris_alboguttata",144.2394209259
"Arielulus_torquatus",144.2394194379
"Hesperoptenus_gaskelli",144.2394194379
"Eptesicus_fuscus",144.2394194379
"Eptesicus_chiriquinus",144.2394179499
"Eptesicus_furinalis",144.2394182478
"Eptesicus_brasiliensis",144.2394182478
"Eptesicus_diminutus",144.2394182479
"Eptesicus_pachyomus",144.2394200329
"Eptesicus_bottae",144.2394203309
"Pipistrellus_minahassae",144.2394203309
"Eptesicus_serotinus",144.2394200332
"Eptesicus_nilssonii",144.2394200332
"Eptesicus_gobiensis",144.2394203309
"Eptesicus_bobrinskoi",144.2394203309
"Pipistrellus_raceyi",144.2394185449
"Eptesicus_hottentotus",144.2394185449
"Histiotus_laephotis",144.2394182774
"Histiotus_humboldti",144.2394184861
"Histiotus_alienus",144.2394184861
"Histiotus_montanus",144.2394170872
"Histiotus_velatus",144.2394179204
"Histiotus_macrotus",144.2394179204
"Histiotus_magellanicus",144.2394179799
"Eptesicus_isabellinus",144.2394182469
"Pipistrellus_inexspectatus",144.2394188446
"Hesperoptenus_tomesi",144.2394188446
"Ia_io",144.2394185463
"Scotomanes_ornatus",144.2394185463
"Pipistrellus_wattsi",144.2394182533
"Pipistrellus_endoi",144.2394182536
"Hesperoptenus_tickelli",144.2394182536
"Lasionycteris_noctivagans",144.2394182539
"Barbastella_leucomelas",144.2394188472
"Barbastella_beijingensis",144.2394218182
"Barbastella_barbastellus",144.2394218182
"Plecotus_ognevi",144.2394185452
"Plecotus_auritus",144.2394185452
"Plecotus_sardus",144.2394188427
"Plecotus_macrobullaris",144.2394188427
"Idionycteris_phyllotis",144.2394197352
"Plecotus_christii",144.2394197348
"Plecotus_balensis",144.2394197348
"Plecotus_austriacus",144.2394212228
"Plecotus_sacrimontis",144.2394209842
"Plecotus_teneriffae",144.2394209842
"Plecotus_taivanus",144.2394212218
"Plecotus_kolombatovici",144.2394212218
"Euderma_maculatum",144.2394200282
"Corynorhinus_rafinesquii",144.2394230082
"Corynorhinus_townsendii",144.2394216696
"Corynorhinus_mexicanus",144.2394216696
"Glauconycteris_superba",144.2394200312
"Lasiurus_intermedius",144.2394203302
"Lasiurus_degelidus",144.2394194382
"Lasiurus_xanthinus",144.2394199736
"Lasiurus_ega",144.2394199736
"Lasiurus_atratus",144.2394182482
"Lasiurus_minor",144.2394170582
"Lasiurus_seminolus",144.2394170582
"Lasiurus_blossevillii",144.2394173552
"Lasiurus_borealis",144.2394176542
"Lasiurus_castaneus",144.2394176542
"Lasiurus_varius",144.2394182486
"Lasiurus_pfeifferi",144.2394182486
"Lasiurus_egregius",144.23941848619
"Lasiurus_insularis",144.23941848619
"Lasiurus_cinereus",144.2394191406
"Lasiurus_ebenus",144.2394191406
"Pipistrellus_sturdeei",144.2394173562
"Pipistrellus_subflavus",144.2394185472
"Pipistrellus_adamsi",144.2394185472
"Glauconycteris_kenyacola",144.2394209272
"Parastrellus_hesperus",144.2394209272
"Chalinolobus_picatus",144.2394203312
"Chalinolobus_neocaledonicus",144.2394194402
"Eptesicus_japonensis",144.2394194403
"Chalinolobus_dwyeri",144.2394194403
"Otonycteris_hemprichii",144.2394206302
"Rhogeessa_gracilis",144.2394230091
"Rhogeessa_alleni",144.2394230091
"Rhogeessa_bickhami",144.2394227111
"Rhogeessa_parvula",144.2394227121
"Rhogeessa_mira",144.2394227121
"Rhogeessa_tumida",144.2394236041
"Rhogeessa_genowaysi",144.2394209265
"Rhogeessa_minutilla",144.2394221161
"Rhogeessa_aeneus",144.2394221161
"Rhogeessa_hussoni",144.2394218192
"Rhogeessa_io",144.2394218192
"Rhogeessa_menchuae",144.2394215171
"Pipistrellus_murrayi",144.2394212232
"Bauerus_dubiaquercus",144.2394212237
"Glauconycteris_machadoi",144.2394212237
"Antrozous_pallidus",144.2394206292
"Scotophilus_kuhlii",144.2394212239
"Scotophilus_nux",144.2394197371
"Scotophilus_nucella",144.2394197371
"Scotophilus_trujilloi",144.23942079332
"Scotophilus_andrewreborii",144.23942079332
"Scotophilus_celebensis",144.23942079332
"Scotophilus_dinganii",144.23942079332
"Scotophilus_ejetai",144.23942079332
"Scotophilus_livingstonii",144.23942079302
"Scotophilus_collinus",144.23942064432
"Scotophilus_borbonicus",144.23942064432
"Scotophilus_nigrita",144.23942019852
"Scotophilus_robustus",144.23942019852
"Scotophilus_marovaza",144.23942144752
"Scotophilus_tandrefana",144.23942144752
"Scotophilus_heathii",144.2394221168
"Scotophilus_viridis",144.2394203317
"Scotophilus_leucogaster",144.2394203317
"Nycticeius_aenobarbus",144.2394197402
"Nycticeius_humeralis",144.2394197402
"Nycticeius_cubanus",144.23941974
"Pharotis_imogene",144.2394188469
"Eudiscopus_denticulus",144.2394188469
"Cistugo_seabrae",144.2394200323
"Cistugo_lesueuri",144.2394200323
"Scotorepens_orion",144.239421518
"Scotorepens_sanborni",144.239421526
"Scotorepens_balstoni",144.239421526
"Scotorepens_greyii",144.239421526
"Ptilocercus_lowii",134.412904178
"Dendrogale_murina",134.412906231
"Tupaia_chrysogaster",134.412898109
"Tupaia_belangeri",134.412902224
"Tupaia_montana",134.412902224
"Tupaia_nicobarica",134.412903252
"Tupaia_longipes",134.412903253
"Tupaia_glis",134.412903253
"Tupaia_javanica",134.412902224
"Tupaia_picta",134.4129032536
"Tupaia_moellendorffi",134.4129032526
"Tupaia_minor",134.4129032526
"Tupaia_splendidula",134.4129032526
"Tupaia_tana",134.4129032526
"Tupaia_palawanensis",134.4129032526
"Tupaia_dorsalis",134.4129030472
"Tupaia_gracilis",134.4129030472
"Urogale_everetti",134.4129029418
"Dendrogale_melanura",134.412905208
"Anathana_ellioti",134.412904178
"Galeopterus_variegatus",134.412906226
"Cynocephalus_volans",134.412906226
"Nycticebus_coucang",128.3285329986
"Nycticebus_bengalensis",128.3285329986
"Nycticebus_javanicus",128.328532999
"Nycticebus_menagensis",128.328532998
"Nycticebus_pygmaeus",128.328531936
"Nycticebus_kayan",128.328531936
"Loris_tardigradus",128.3285333536
"Loris_lydekkerianus",128.3285333536
"Galagoides_thomasi",128.328536894
"Galagoides_demidovii",128.32853477
"Galagoides_orinus",128.32853477
"Galago_matschiei",128.328535479
"Galago_moholi",128.3285354789
"Galago_senegalensis",128.3285352665
"Galago_gallarum",128.3285352665
"Galagoides_rondoensis",128.328535832
"Otolemur_garnettii",128.328535125
"Otolemur_crassicaudatus",128.328535125
"Sciurocheirus_alleni",128.3285337079
"Sciurocheirus_makandensis",128.3285337079
"Sciurocheirus_gabonensis",128.3285337079
"Galagoides_cocos",128.328534061
"Galagoides_zanzibaricus",128.328535123
"Galagoides_nyasae",128.3285351937
"Galagoides_granti",128.3285351937
"Euoticus_pallidus",128.328535829
"Euoticus_elegantulus",128.328535829
"Perodicticus_potto",128.328534411
"Arctocebus_calabarensis",128.328534415
"Arctocebus_aureus",128.328534415
"Daubentonia_madagascariensis",128.32854929
"Indri_indri",128.328530866
"Propithecus_coquereli",128.3285308678
"Propithecus_tattersalli",128.3285308678
"Propithecus_verreauxi",128.3285308677
"Propithecus_coronatus",128.3285309385
"Propithecus_deckenii",128.32853093853
"Propithecus_candidus",128.32853093853
"Propithecus_diadema",128.3285308682
"Propithecus_edwardsi",128.3285308682
"Propithecus_perrieri",128.328530868
"Avahi_meridionalis",128.3285321422
"Avahi_cleesei",128.3285321422
"Avahi_occidentalis",128.3285322839
"Avahi_betsileo",128.3285322839
"Avahi_mooreorum",128.3285318947
"Avahi_peyrierasi",128.3285318948
"Avahi_unicolor",128.3285318948
"Avahi_laniger",128.32853193
"Avahi_ramanantsoavanai",128.328530868
"Palaeopropithecus_ingens",128.328531575
"Archaeolemur_majori",128.32853100945
"Archaeolemur_edwardsi",128.32853100945
"Megaladapis_edwardsi",128.328530156
"Varecia_variegata",128.3285315051
"Varecia_rubra",128.3285315051
"Lemur_catta",128.328531577
"Prolemur_simus",128.3285298062
"Hapalemur_aureus",128.3285305152
"Hapalemur_meridionalis",128.3285304442
"Hapalemur_griseus",128.3285304442
"Hapalemur_alaotrensis",128.328530869
"Hapalemur_occidentalis",128.328530869
"Eulemur_macaco",128.328529807
"Eulemur_flavifrons",128.328529807
"Eulemur_coronatus",128.32853147142
"Eulemur_rubriventer",128.32853005472
"Eulemur_mongoz",128.32853005472
"Eulemur_collaris",128.32853005462
"Eulemur_cinereiceps",128.32853005462
"Eulemur_rufus",128.32853005502
"Eulemur_rufifrons",128.32853016122
"Eulemur_fulvus",128.32853005502
"Eulemur_sanfordi",128.32853005492
"Eulemur_albifrons",128.32853005492
"Phaner_parienti",128.328534411
"Phaner_pallescens",128.328534411
"Phaner_furcifer",128.3285344464
"Phaner_electromontis",128.3285344464
"Lepilemur_petteri",128.3285333523
"Lepilemur_jamesorum",128.3285333523
"Lepilemur_tymerlachsoni",128.328533706
"Lepilemur_mustelinus",128.32853303389
"Lepilemur_scottorum",128.32853303389
"Lepilemur_wrightae",128.3285339185
"Lepilemur_hubbardorum",128.3285339185
"Lepilemur_ruficaudatus",128.3285337063
"Lepilemur_hollandorum",128.3285337411
"Lepilemur_milanoii",128.3285336353
"Lepilemur_aeeclis",128.3285336353
"Lepilemur_randrianasoloi",128.3285337061
"Lepilemur_fleuretae",128.3285337061
"Lepilemur_leucopus",128.3285351229
"Lepilemur_microdon",128.3285347682
"Lepilemur_mittermeieri",128.3285338471
"Lepilemur_sahamalazensis",128.3285338471
"Lepilemur_seali",128.3285337416
"Lepilemur_betsileo",128.3285337416
"Lepilemur_ankaranensis",128.3285338478
"Lepilemur_dorsalis",128.3285337061
"Lepilemur_septentrionalis",128.3285337061
"Lepilemur_otto",128.32853356512
"Lepilemur_grewcockorum",128.32853356512
"Lepilemur_ahmansonorum",128.32853366779
"Lepilemur_edwardsi",128.32853366779
"Cheirogaleus_sibreei",128.328531223
"Cheirogaleus_medius",128.328534055
"Cheirogaleus_crossleyi",128.328532639
"Cheirogaleus_lavasoensis",128.328532639
"Cheirogaleus_major",128.3285308686
"Cheirogaleus_minusculus",128.3285308686
"Mirza_zaza",128.328532993
"Mirza_coquereli",128.328532993
"Microcebus_mamiratra",128.3285329921
"Microcebus_jollyae",128.3285327804
"Microcebus_bongolavensis",128.3285329221
"Microcebus_ravelobensis",128.3285329221
"Microcebus_margotmarshae",128.3285329928
"Microcebus_macarthurii",128.3285329931
"Microcebus_berthae",128.3285328867
"Microcebus_arnholdi",128.3285328866
"Microcebus_myoxinus",128.3285328866
"Microcebus_simmonsi",128.3285332765
"Microcebus_rufus",128.3285332765
"Microcebus_lehilahytsara",128.3285329218
"Microcebus_danfossi",128.3285331341
"Microcebus_sambiranensis",128.3285330993
"Microcebus_tanosi",128.3285333825
"Microcebus_tavaratra",128.3285333111
"Microcebus_mittermeieri",128.3285331698
"Microcebus_gerpi",128.3285331344
"Microcebus_marohita",128.3285331344
"Microcebus_griseorufus",128.328533346
"Microcebus_murinus",128.328533346
"Allocebus_trichotis",128.328531223
"Tarsius_sangirensis",117.330032931
"Tarsius_tumpara",117.3300315851
"Tarsius_wallacei",117.3300315851
"Tarsius_dentatus",117.3300315142
"Tarsius_lariang",117.3300315142
"Tarsius_syrichta",117.330032931
"Tarsius_bancanus",117.33003190433
"Tarsius_pumilus",117.33003190433
"Tarsius_tarsier",117.330029959
"Tarsius_pelengensis",117.330029959
"Callicebus_barbarabrownae",59.678724647
"Callicebus_lugens",59.6787272316
"Callicebus_miltoni",59.6787272316
"Callicebus_ornatus",59.6787271254
"Callicebus_purinus",59.6787271255
"Callicebus_torquatus",59.67872712548
"Callicebus_modestus",59.67872712548
"Callicebus_baptista",59.6787271255
"Callicebus_urubambensis",59.678724541
"Callicebus_pallescens",59.67872585128
"Callicebus_lucifer",59.67872585128
"Callicebus_oenanthe",59.67872549728
"Callicebus_caligatus",59.6787260629
"Callicebus_donacophilus",59.6787260629
"Callicebus_stephennashi",59.6787261689
"Callicebus_caquetensis",59.6787261687
"Callicebus_aureipalatii",59.6787261687
"Callicebus_cupreus",59.6787257084
"Callicebus_dubius",59.6787257084
"Callicebus_hoffmannsi",59.6787260622
"Callicebus_moloch",59.6787260622
"Callicebus_bernhardi",59.6787257095
"Callicebus_melanochir",59.67872581552
"Callicebus_coimbrai",59.67872581552
"Callicebus_vieirai",59.67872620524
"Callicebus_personatus",59.67872620524
"Callicebus_nigrifrons",59.67872574432
"Callicebus_cinerascens",59.67872571601
"Callicebus_olallae",59.67872571601
"Callicebus_regulus",59.6787257443
"Callicebus_medemi",59.6787257452
"Callicebus_discolor",59.6787274446
"Callicebus_brunneus",59.6787274446
"Pithecia_rylandsi",59.6787250022
"Pithecia_isabela",59.6787250022
"Pithecia_hirsuta",59.678725357
"Pithecia_pissinattii",59.678726418
"Pithecia_monachus",59.67872525041
"Pithecia_napensis",59.67872525041
"Pithecia_albicans",59.67872525035
"Pithecia_irrorata",59.67872525039
